CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
9824,Existing Customer,51,M,1,High School,Single,$40K - $60K,Blue,40,6,1,3,8144.0,1471,6013.0,0.499,4409,68,0.551,0.111,7.907e-05,0.99992
9825,Attrited Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,34,6,3,3,4813.0,2517,2287.0,0.857,2240,65,0.546,0.529,0.99714,0.00286157
9826,Existing Customer,34,M,4,Unknown,Married,$60K - $80K,Blue,20,5,1,2,9724.0,1746,7716.0,1.145,4148,80,0.802,0.132,6.586e-05,0.99993
9827,Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Blue,36,5,2,2,2261.0,1059,1332.0,0.583,3785,71,0.891,0.486,0.00011382,0.99989
9828,Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Silver,32,2,1,2,34516.0,2517,32093.0,0.643,1876,44,0.419,0.067,6.441e-05,0.99994
9829,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,46,5,2,3,1868.0,1171,734.0,0.778,4259,80,0.922,0.581,0.00019864,0.9998
9830,Existing Customer,49,F,3,College,Single,Unknown,Blue,44,3,1,0,1963.0,1116,589.0,0.997,4780,81,0.977,0.603,2.074e-05,0.99998
9831,Existing Customer,56,F,0,Unknown,Married,Unknown,Blue,49,4,3,3,12919.0,1502,11024.0,0.902,4280,52,0.856,0.135,0.00035999,0.99964
9832,Existing Customer,58,M,0,High School,Married,$80K - $120K,Blue,39,3,2,3,17457.0,1134,16451.0,0.512,1257,58,0.922,0.074,0.00015867,0.99984
9833,Existing Customer,28,M,0,College,Single,$60K - $80K,Blue,36,6,2,4,2492.0,1395,1369.0,0.835,2223,71,0.422,0.496,0.00023049,0.99977
9834,Existing Customer,42,M,3,High School,Married,Unknown,Silver,39,2,3,2,34516.0,1640,32802.0,0.762,8118,94,0.636,0.042,0.0001632,0.99984
9835,Existing Customer,43,F,3,Unknown,Unknown,$40K - $60K,Blue,34,6,3,3,2367.0,1248,1436.0,0.763,4212,70,0.525,0.442,0.00032296,0.99968
9836,Existing Customer,30,M,1,Graduate,Married,Less than $40K,Blue,29,3,1,3,2646.0,699,1714.0,0.692,1948,42,1.317,0.398,8.695e-05,0.99991
9837,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,35,6,2,3,12439.0,1553,10985.0,0.845,1360,26,0.727,0.103,0.00017969,0.99982
9838,Existing Customer,46,M,4,Uneducated,Unknown,$60K - $80K,Gold,33,2,1,2,34516.0,1808,32809.0,0.77,8031,94,0.729,0.053,8.07e-05,0.99992
9839,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,46,5,4,2,4219.0,1289,3132.0,0.841,4636,79,0.858,0.304,0.00023322,0.99977
9840,Existing Customer,40,M,4,Graduate,Married,$80K - $120K,Silver,33,1,2,3,34516.0,1786,32237.0,0.703,14216,110,0.862,0.06,0.00018141,0.99982
9841,Existing Customer,43,F,5,Post-Graduate,Married,Unknown,Blue,36,3,1,1,1997.0,0,1864.0,0.404,4175,74,0.814,0.0,4.04e-05,0.99996
9842,Existing Customer,44,F,3,Graduate,Married,$40K - $60K,Blue,49,2,1,3,3989.0,1089,2643.0,0.702,14578,101,0.709,0.29,9.646e-05,0.9999
9843,Existing Customer,57,M,1,Graduate,Married,Less than $40K,Silver,46,3,2,4,11239.0,0,11939.0,0.661,3947,70,0.638,0.0,0.00045148,0.99955
9844,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,46,5,3,2,2126.0,0,2225.0,0.521,1341,33,0.6,0.0,0.00016883,0.99984
9845,Attrited Customer,53,F,1,High School,Single,Less than $40K,Blue,40,1,3,4,1482.0,986,231.0,0.892,2459,43,0.455,0.923,0.9974,0.00210851
9846,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,43,3,1,3,4117.0,1803,2386.0,0.894,3750,72,1.145,0.332,9.346e-05,0.99991
9847,Attrited Customer,36,M,4,Post-Graduate,Single,$60K - $80K,Silver,33,5,2,4,25006.0,978,27562.0,0.795,8309,86,0.623,0.029,0.99709,0.00291621
9848,Existing Customer,40,M,3,Graduate,Single,$60K - $80K,Blue,30,3,3,2,10806.0,0,10801.0,0.608,4555,78,0.992,0.0,0.00018665,0.99981
9849,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,31,3,3,3,1833.0,0,1838.0,0.695,4495,75,0.875,0.0,0.00034808,0.99965
9850,Attrited Customer,46,F,3,High School,Married,Less than $40K,Silver,38,2,3,3,14807.0,0,14932.0,0.514,1471,35,0.6,0.0,0.99641,0.00329074
9851,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,36,4,4,2,4507.0,0,4562.0,0.816,5319,78,0.88,0.0,0.00010788,0.99989
9852,Attrited Customer,49,F,4,Unknown,Married,$40K - $60K,Blue,34,1,3,2,2898.0,449,2774.0,0.615,969,28,0.32,0.16,0.99574,0.00225825
9853,Existing Customer,37,F,3,Doctorate,Single,Less than $40K,Blue,24,2,3,3,2922.0,2417,317.0,0.98,4179,86,0.854,0.89,0.00041773,0.99958
9854,Existing Customer,35,M,2,College,Married,$60K - $80K,Blue,30,4,2,2,3856.0,1936,1285.0,1.185,2558,54,0.648,0.601,0.00011066,0.99989
9855,Existing Customer,50,F,3,Graduate,Single,$40K - $60K,Blue,43,5,3,4,1798.0,830,568.0,0.675,2087,47,0.546,0.606,0.0005505,0.99945
9856,Attrited Customer,38,M,2,Uneducated,Married,$80K - $120K,Blue,25,2,3,2,7630.0,0,6935.0,0.284,759,15,0.6,0.0,0.99493,0.00508
9857,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,30,5,2,4,2364.0,1626,576.0,0.843,4373,69,0.818,0.72,0.00034946,0.99965
9858,Existing Customer,52,F,1,Graduate,Single,Unknown,Blue,38,4,3,1,2398.0,888,1221.0,0.769,2543,65,0.788,0.424,0.00010182,0.9999
9859,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,36,6,1,0,8845.0,0,8715.0,0.337,5248,80,0.669,0.0,2.749e-05,0.99997
9860,Existing Customer,43,F,3,Unknown,Unknown,Less than $40K,Blue,36,4,3,2,1438.3,0,1438.3,0.666,4699,79,0.744,0.0,0.00020516,0.99979
9861,Existing Customer,34,M,3,Graduate,Unknown,Less than $40K,Blue,19,5,2,4,1438.3,0,1438.3,0.507,5055,72,0.821,0.0,0.00033846,0.99966
9862,Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,41,4,2,1,18959.0,1597,17657.0,0.578,4129,61,0.584,0.077,6.624e-05,0.99994
9863,Existing Customer,53,M,2,Graduate,Unknown,$80K - $120K,Blue,36,2,3,3,15248.0,1599,13587.0,1.753,4057,62,0.682,0.134,0.00030251,0.9997
9864,Existing Customer,35,F,3,High School,Married,Unknown,Blue,24,4,3,2,11969.0,897,9133.0,0.814,2166,69,0.625,0.072,0.00018145,0.99982
9865,Existing Customer,52,F,1,Unknown,Single,Unknown,Blue,34,1,3,1,4722.0,1460,4357.0,0.752,4438,80,0.667,0.266,0.00011199,0.99989
9866,Existing Customer,44,M,5,Unknown,Married,Less than $40K,Blue,35,1,4,1,3259.0,1383,2563.0,0.789,7534,80,0.678,0.404,0.0001267,0.99987
9867,Existing Customer,42,F,4,Graduate,Unknown,Less than $40K,Blue,31,2,2,3,1533.0,972,436.0,0.811,5277,86,0.762,0.667,0.00019769,0.9998
9868,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,33,6,2,1,2694.0,1937,647.0,0.703,1366,37,0.609,0.796,6.924e-05,0.99993
9869,Attrited Customer,55,F,4,Graduate,Single,Less than $40K,Blue,41,3,3,5,2629.0,0,2602.0,0.831,2579,41,0.473,0.0,0.99894,0.00106712
9870,Existing Customer,33,M,4,College,Unknown,$40K - $60K,Blue,23,1,1,1,2972.0,1729,1446.0,0.862,7912,98,0.499,0.542,3.35e-05,0.99997
9871,Existing Customer,41,F,2,Post-Graduate,Married,Less than $40K,Blue,30,1,3,1,1578.0,1116,522.0,0.787,4397,91,0.922,0.69,0.00012575,0.99987
9872,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,41,3,3,2,3070.0,1244,2158.0,0.702,1017,39,0.455,0.344,0.00018165,0.99982
9873,Existing Customer,26,F,0,College,Married,Less than $40K,Blue,25,6,2,3,1438.3,815,654.3,1.585,2286,48,0.94,0.476,0.0001597,0.99984
9874,Existing Customer,39,M,4,Graduate,Single,$80K - $120K,Blue,28,6,1,2,3460.0,1380,1131.0,0.728,3298,71,0.798,0.483,5.775e-05,0.99994
9875,Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,37,6,3,3,2328.0,1078,1300.0,0.743,4389,76,0.827,0.466,0.0003139,0.99969
9876,Attrited Customer,45,F,1,High School,Married,Less than $40K,Blue,34,4,3,4,1864.0,0,1864.0,0.603,2273,52,0.756,0.0,0.998,0.00100315
9877,Existing Customer,40,M,2,Unknown,Married,$120K +,Blue,28,4,2,3,23248.0,1255,32064.0,0.811,4436,69,0.669,0.084,0.00019771,0.9998
9878,Existing Customer,46,M,2,Uneducated,Single,$80K - $120K,Blue,36,5,1,0,5759.0,1868,3980.0,0.36,1657,38,1.0,0.314,2.051e-05,0.99998
9879,Attrited Customer,45,M,2,College,Single,$120K +,Blue,40,2,3,4,13309.0,2517,10235.0,0.618,1639,40,0.453,0.147,0.99807,0.00193323
9880,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,43,3,1,3,2824.0,2085,624.0,0.319,1509,27,0.128,0.771,9.055e-05,0.99991
9881,Existing Customer,39,F,2,Uneducated,Married,Unknown,Blue,34,6,2,3,2244.0,1750,219.0,0.629,3640,70,0.591,0.885,0.00019683,0.9998
9882,Existing Customer,31,F,1,Doctorate,Married,$40K - $60K,Blue,28,3,2,4,3563.0,1698,1702.0,1.054,2501,43,1.056,0.42,0.00048381,0.99952
9883,Existing Customer,45,F,3,College,Single,Unknown,Gold,33,4,1,3,34516.0,1404,33036.0,0.868,3566,53,1.11,0.04,0.00013746,0.99986
9884,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,43,3,1,3,4559.0,770,3747.0,0.637,4099,79,0.605,0.131,9.612e-05,0.9999
9885,Existing Customer,43,F,5,Unknown,Married,Unknown,Blue,34,3,1,0,5735.0,1309,4037.0,0.607,4765,63,0.769,0.129,2.098e-05,0.99998
9886,Attrited Customer,50,M,3,Unknown,Married,$40K - $60K,Blue,36,5,3,4,11118.0,0,12317.0,0.462,1960,46,0.344,0.0,0.99815,0.00184392
9887,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,3,5,3,1438.3,0,1438.3,0.489,4465,81,0.683,0.0,0.00034198,0.99966
9888,Existing Customer,29,F,1,Uneducated,Married,$40K - $60K,Blue,18,3,3,2,5596.0,2119,3166.0,0.749,14567,125,0.769,0.38,0.0001746,0.99983
9889,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,36,2,1,2,1438.3,1302,296.3,0.756,4981,73,0.933,0.866,5.555e-05,0.99994
9890,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,36,6,2,3,2429.0,2332,281.0,0.713,1698,37,0.242,0.977,0.0001861,0.99981
9891,Existing Customer,37,M,2,Graduate,Divorced,$60K - $80K,Silver,30,5,3,4,31084.0,1053,30252.0,0.422,1868,44,0.786,0.036,0.00030656,0.99969
9892,Existing Customer,53,M,1,College,Single,$120K +,Blue,48,3,4,3,2512.0,1587,1014.0,0.639,4584,79,0.811,0.619,0.00030416,0.9996
9893,Attrited Customer,39,F,3,Unknown,Married,Less than $40K,Blue,28,2,2,2,2243.0,0,2108.0,0.713,2310,36,0.46,0.0,0.99129,0.00471617
9894,Existing Customer,48,F,2,Graduate,Unknown,Unknown,Blue,41,6,5,2,8273.0,1200,6389.0,0.853,4929,84,0.72,0.138,0.00025536,0.99974
9895,Existing Customer,52,M,2,High School,Unknown,$80K - $120K,Blue,49,6,4,3,18283.0,1916,15344.0,0.787,4896,85,0.542,0.089,0.00034534,0.99965
9896,Existing Customer,45,M,5,High School,Married,$80K - $120K,Blue,36,1,1,2,4488.0,2008,2376.0,0.604,16634,124,0.68,0.487,5.694e-05,0.99994
9897,Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,33,3,1,1,1438.3,608,1628.3,0.598,4506,67,1.122,0.219,3.94e-05,0.99996
9898,Attrited Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,39,1,3,1,12860.0,2110,10481.0,0.428,600,29,0.375,0.184,0.99162,0.00837
9899,Existing Customer,43,M,1,Uneducated,Divorced,$40K - $60K,Blue,33,6,4,1,1576.0,684,962.0,0.72,4823,78,1.127,0.447,0.00013315,0.99987
9900,Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,47,2,3,2,7700.0,1597,6549.0,0.665,14613,129,0.68,0.194,0.00016864,0.99984
9901,Existing Customer,31,F,0,Unknown,Divorced,Less than $40K,Blue,28,4,3,3,1466.0,0,1470.0,0.7,3770,67,0.755,0.0,0.00034201,0.99966
9902,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,40,3,2,3,1638.0,0,1538.0,0.67,4303,82,0.81,0.0,0.00019144,0.99981
9903,Existing Customer,34,F,2,High School,Married,Unknown,Blue,20,6,1,1,5921.0,2067,3289.0,0.849,4124,75,0.791,0.47,3.223e-05,0.99997
9904,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,45,6,1,3,2132.0,1831,721.0,0.842,1089,36,0.683,0.787,9.395e-05,0.99991
9905,Attrited Customer,36,F,2,Graduate,Single,Unknown,Blue,18,4,2,3,1438.3,296,449.3,0.406,2860,56,0.542,0.579,0.99469,0.00531
9906,Existing Customer,41,M,4,Uneducated,Single,$120K +,Blue,33,5,3,3,8579.0,0,8583.0,0.938,4573,71,0.485,0.0,0.00032628,0.99967
9907,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,41,5,1,3,11820.0,1335,10126.0,0.677,4981,95,0.531,0.106,9.215e-05,0.99991
9908,Attrited Customer,47,F,2,High School,Single,Less than $40K,Blue,34,1,3,3,1556.0,1268,574.0,0.831,2136,52,0.573,0.638,0.9967,0.00320388
9909,Existing Customer,53,M,0,High School,Married,$120K +,Blue,47,5,2,1,7391.0,1726,5240.0,1.446,2411,61,0.813,0.22,6.994e-05,0.99993
9910,Existing Customer,49,M,3,Unknown,Single,$80K - $120K,Blue,34,1,3,3,3790.0,879,3182.0,0.811,4665,91,0.558,0.238,0.00030516,0.99969
9911,Existing Customer,46,F,4,Unknown,Single,Unknown,Blue,41,5,4,1,1891.0,642,709.0,0.781,4431,80,0.973,0.452,0.00019967,0.9998
9912,Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,3,1438.3,0,1438.3,0.732,2228,31,0.552,0.0,0.9939,0.0051
9913,Existing Customer,36,M,1,Graduate,Divorced,$80K - $120K,Blue,29,4,3,3,7074.0,900,5258.0,0.709,1919,57,0.469,0.155,0.00027995,0.99972
9914,Existing Customer,51,M,3,Unknown,Single,$80K - $120K,Blue,36,3,2,4,12416.0,0,12501.0,0.594,4280,82,0.723,0.0,0.00038042,0.99962
9915,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,36,1,2,1,3283.0,2507,251.0,0.664,4483,79,0.781,0.902,7.192e-05,0.99993
9916,Existing Customer,36,F,4,Uneducated,Married,Less than $40K,Blue,36,2,3,3,1438.3,676,855.3,0.646,7491,88,0.615,0.48,0.00032607,0.99967
9917,Attrited Customer,51,M,3,Unknown,Unknown,$80K - $120K,Blue,36,3,3,3,15168.0,1739,15795.0,0.988,2609,43,0.353,0.119,0.99711,0.00289192
9918,Existing Customer,48,M,3,High School,Married,$60K - $80K,Blue,36,6,1,3,15883.0,0,15973.0,0.902,1284,35,1.0,0.0,9.344e-05,0.99991
9919,Existing Customer,32,F,1,High School,Married,Less than $40K,Blue,20,5,2,4,1438.3,0,1438.3,0.828,4614,67,0.66,0.0,0.00018392,0.99982
9920,Attrited Customer,47,M,3,Uneducated,Single,$80K - $120K,Blue,38,2,1,2,7634.0,499,7880.0,0.784,8627,73,0.541,0.072,0.98234,0.01466
9921,Existing Customer,62,M,1,Graduate,Single,Unknown,Blue,36,6,2,2,24618.0,1641,23066.0,0.545,3889,68,0.609,0.074,0.00010483,0.9999
9922,Existing Customer,47,F,1,Graduate,Married,Less than $40K,Blue,35,1,1,2,3643.0,2517,436.0,0.75,4427,85,0.772,0.863,5.507e-05,0.99994
9923,Existing Customer,43,M,0,Unknown,Single,$120K +,Blue,37,6,3,4,9637.0,2357,6987.0,0.492,3824,67,0.739,0.256,0.00044056,0.99956
9924,Existing Customer,42,M,2,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,15120.0,0,14220.0,0.804,4949,73,0.814,0.0,0.00021435,0.99979
9925,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,38,3,2,1,34516.0,1369,33132.0,0.593,4443,83,0.752,0.04,6.868e-05,0.99993
9926,Existing Customer,40,M,4,High School,Single,$60K - $80K,Blue,28,6,3,1,12834.0,0,12639.0,1.367,3844,74,0.609,0.0,0.0001143,0.99989
9927,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,37,4,3,3,3395.0,2517,253.0,0.78,4488,68,0.652,0.931,0.00031104,0.99969
9928,Existing Customer,40,F,3,Uneducated,Divorced,Less than $40K,Blue,28,1,2,2,2339.0,2110,80.0,0.764,4614,84,0.729,0.922,0.00012385,0.99988
9929,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,30,1,2,2,8134.0,2090,5268.0,0.351,1723,36,0.362,0.286,0.99182,0.00817
9930,Existing Customer,57,F,2,College,Divorced,$40K - $60K,Blue,50,6,1,1,6389.0,0,6209.0,0.658,4073,73,0.92,0.0,3.25e-05,0.99997
9931,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,40,5,2,4,3783.0,2418,1060.0,0.735,4120,75,0.668,0.609,0.00032656,0.99967
9932,Existing Customer,49,M,1,High School,Married,$40K - $60K,Blue,39,4,2,2,1837.0,1533,617.0,1.006,5209,75,0.752,0.845,0.00010386,0.9999
9933,Existing Customer,53,F,0,Graduate,Single,Unknown,Blue,33,5,3,3,1438.3,679,892.3,0.935,4629,73,0.977,0.491,0.0002596,0.99974
9934,Existing Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,34,4,1,2,2206.0,701,1710.0,0.762,4751,62,0.712,0.39,5.776e-05,0.99994
9935,Attrited Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,39,3,3,3,4101.0,925,4385.0,0.487,1554,43,0.387,0.267,0.99714,0.00285835
9936,Attrited Customer,52,F,1,Uneducated,Single,Unknown,Silver,42,4,3,3,32659.0,0,32367.0,1.042,2727,45,0.689,0.0,0.99631,0.00369254
9937,Attrited Customer,46,F,2,Graduate,Single,Unknown,Blue,33,5,2,2,1979.0,550,1412.0,0.812,1780,44,0.571,0.365,0.99187,0.00813
9938,Existing Customer,41,M,4,Uneducated,Single,$40K - $60K,Blue,36,2,3,1,6677.0,1921,5204.0,0.863,8191,95,0.769,0.281,0.00011574,0.99988
9939,Existing Customer,42,M,2,College,Single,$60K - $80K,Blue,31,3,2,5,5135.0,1404,3350.0,0.884,3904,71,0.778,0.268,0.00056063,0.99944
9940,Existing Customer,49,F,3,High School,Divorced,Less than $40K,Blue,39,3,2,4,2495.0,668,1504.0,0.777,3724,64,0.824,0.364,0.00032846,0.99967
9941,Existing Customer,56,F,1,Unknown,Married,$40K - $60K,Blue,36,3,2,2,2189.0,1155,939.0,0.804,4095,61,1.074,0.503,0.00010086,0.9999
9942,Existing Customer,61,F,0,High School,Single,$40K - $60K,Blue,45,6,2,4,10330.0,1392,9235.0,1.251,2422,71,0.579,0.177,0.00024083,0.99976
9943,Existing Customer,44,F,4,Graduate,Unknown,Unknown,Blue,36,2,1,1,8827.0,1409,7400.0,0.78,5085,88,0.645,0.177,3.415e-05,0.99997
9944,Existing Customer,61,M,2,High School,Married,Less than $40K,Blue,51,5,3,4,5162.0,1928,3232.0,1.656,1766,25,0.806,0.3,0.00055608,0.99944
9945,Existing Customer,39,M,5,Post-Graduate,Married,$60K - $80K,Blue,18,3,3,2,14834.0,866,14667.0,0.533,5284,84,0.65,0.067,0.0002192,0.99978
9946,Existing Customer,33,F,1,Unknown,Single,Less than $40K,Blue,14,4,2,2,2161.0,1987,605.0,0.63,4267,76,0.738,0.702,0.00012984,0.99987
9947,Existing Customer,44,M,1,Unknown,Unknown,$80K - $120K,Blue,39,6,2,3,20573.0,1575,19923.0,0.695,1260,38,0.822,0.088,0.00019753,0.9998
9948,Existing Customer,51,M,1,Unknown,Married,$40K - $60K,Silver,35,3,2,3,16130.0,1960,14086.0,0.762,16909,110,0.73,0.1,0.00018409,0.99982
9949,Attrited Customer,44,M,1,Post-Graduate,Single,Less than $40K,Blue,33,4,3,3,2701.0,0,2611.0,0.614,1798,38,0.409,0.0,0.99713,0.00287377
9950,Existing Customer,46,F,3,High School,Single,Unknown,Blue,36,6,2,2,14689.0,545,14257.0,0.586,4591,70,0.674,0.074,0.00011486,0.99989
9951,Existing Customer,53,M,2,Post-Graduate,Single,$80K - $120K,Gold,43,3,2,3,34516.0,992,33858.0,0.712,7730,82,0.576,0.032,0.00036048,0.99964
9952,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,33,4,3,3,2793.0,1881,845.0,0.931,5060,83,0.838,0.767,0.00030519,0.99969
9953,Existing Customer,33,F,2,Graduate,Single,$40K - $60K,Blue,25,6,1,2,2335.0,0,2240.0,0.669,4732,65,0.473,0.0,5.507e-05,0.99994
9954,Existing Customer,27,F,1,High School,Divorced,$40K - $60K,Blue,22,2,2,2,10523.0,0,10573.0,0.789,13551,107,0.768,0.0,0.00010386,0.9999
9955,Existing Customer,61,M,0,Graduate,Single,Unknown,Blue,34,5,2,2,2819.0,0,2219.0,1.032,3672,65,0.762,0.0,9.777e-05,0.9999
9956,Existing Customer,50,M,1,High School,Married,$40K - $60K,Blue,43,4,2,2,7123.0,1174,5793.0,0.455,4922,84,0.612,0.136,0.00011566,0.99988
9957,Existing Customer,56,F,2,Uneducated,Married,Less than $40K,Blue,46,3,3,2,4298.0,1403,2111.0,0.504,1332,35,0.345,0.387,0.00019771,0.9998
9958,Existing Customer,42,M,5,High School,Unknown,$60K - $80K,Blue,35,2,2,3,28675.0,1355,27581.0,0.644,7160,84,0.54,0.044,0.0001861,0.99981
9959,Attrited Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,27,3,1,1,7401.0,716,6320.0,0.306,1894,49,0.29,0.117,0.98182,0.01997
9960,Attrited Customer,46,F,2,Doctorate,Single,Less than $40K,Blue,37,3,2,4,1438.3,0,1438.3,0.71,2080,39,0.662,0.0,0.99729,0.00271699
9961,Existing Customer,48,F,4,High School,Unknown,Less than $40K,Blue,39,3,3,2,1438.3,760,1048.3,0.766,4513,71,0.621,0.497,0.00018175,0.99982
9962,Attrited Customer,44,F,4,High School,Single,$40K - $60K,Silver,37,1,2,1,18287.0,0,17681.0,0.398,1621,46,0.395,0.0,0.98792,0.01308
9963,Existing Customer,56,F,3,Graduate,Single,$40K - $60K,Blue,41,2,2,3,3554.0,0,3574.0,0.97,5428,82,0.915,0.0,0.00019864,0.9998
9964,Existing Customer,53,M,1,High School,Married,$80K - $120K,Blue,36,5,3,2,2936.0,981,972.0,0.946,4347,74,0.649,0.412,0.00016413,0.99984
9965,Attrited Customer,49,M,3,Uneducated,Single,$120K +,Blue,32,2,3,1,26881.0,0,26161.0,0.983,5300,53,0.542,0.0,0.99183,0.00817
9966,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Silver,26,3,3,3,15435.0,1230,13326.0,0.803,2091,50,0.512,0.072,0.00028244,0.99972
9967,Existing Customer,40,M,4,High School,Single,$120K +,Blue,33,4,2,2,2664.0,2165,777.0,0.603,4327,92,0.754,0.732,0.00011605,0.99988
9968,Existing Customer,41,F,4,Uneducated,Married,Unknown,Blue,32,6,6,1,2430.0,1629,664.0,0.838,4644,84,0.913,0.679,0.00012174,0.99988
9969,Attrited Customer,38,M,3,Graduate,Single,$120K +,Blue,32,5,3,3,2820.0,1786,1181.0,0.715,682,29,0.469,0.612,0.99683,0.00317478
9970,Existing Customer,56,M,4,Graduate,Unknown,$120K +,Blue,42,1,1,2,34516.0,2359,32141.0,0.789,7979,93,0.586,0.057,5.776e-05,0.99994
9971,Attrited Customer,34,M,1,High School,Married,$120K +,Blue,26,2,2,2,4057.0,0,4109.0,0.842,867,11,0.781,0.0,0.99159,0.00841
9972,Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,30,6,3,3,3410.0,0,2505.0,0.391,1697,37,0.262,0.0,0.99734,0.00266518
9973,Attrited Customer,62,F,0,Uneducated,Single,$40K - $60K,Blue,53,3,3,5,4122.0,651,5502.0,0.845,2160,41,0.469,0.115,0.99814,0.00186314
9974,Existing Customer,47,M,3,Uneducated,Single,$40K - $60K,Silver,38,2,2,2,17891.0,0,17800.0,1.013,14825,106,0.814,0.0,0.00010831,0.99989
9975,Existing Customer,40,F,1,Graduate,Single,$40K - $60K,Blue,26,3,2,2,9826.0,1644,8586.0,0.802,2822,80,0.505,0.168,0.00010684,0.99989
9976,Existing Customer,50,M,2,Graduate,Single,$120K +,Blue,44,4,1,2,29225.0,1844,26930.0,0.64,1847,55,0.64,0.075,5.706e-05,0.99994
9977,Existing Customer,51,F,2,College,Married,$40K - $60K,Blue,39,2,3,2,1899.0,0,1893.0,0.874,5489,88,0.799,0.0,0.00017488,0.99983
9978,Existing Customer,26,M,0,High School,Divorced,Unknown,Blue,13,4,2,2,3362.0,1066,2301.0,0.649,2290,36,0.4,0.35,0.00015005,0.99985
9979,Attrited Customer,44,M,2,Unknown,Single,$120K +,Blue,34,1,3,3,3338.0,2517,1631.0,0.66,2926,30,0.422,0.664,0.99725,0.00275805
9980,Existing Customer,54,M,5,High School,Unknown,$80K - $120K,Blue,48,3,3,2,11857.0,1909,9747.0,0.83,4842,82,0.782,0.124,0.00018579,0.99981
9981,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,36,2,1,3,12593.0,1654,11170.0,0.516,7589,85,0.542,0.114,8.686e-05,0.99991
9982,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,33,1,1,2,3696.0,650,2261.0,0.678,7681,76,0.73,0.219,0.00015815,0.99984
9983,Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,39,4,4,3,1438.3,0,1438.3,0.728,4702,88,0.866,0.0,0.0003073,0.99969
9984,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,32,3,1,2,5271.0,916,4120.0,0.747,4340,81,0.828,0.125,5.37e-05,0.99995
9985,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,47,4,2,2,2805.0,1399,850.0,0.696,1196,35,0.292,0.695,0.00010684,0.99989
9986,Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,36,5,3,3,8625.0,2032,6443.0,0.581,1640,43,0.684,0.257,0.00030251,0.9997
